Customer Type,Type of Travel,Class,Flight Distance,Inflight wifi service,Ease of Online booking,Online boarding,Seat comfort,Inflight entertainment,satisfaction
Loyal Customer,Personal Travel,Eco,447,1,1,1,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,359,1,1,4,4,5,satisfied
Loyal Customer,Business travel,Business,164,3,1,4,1,4,satisfied
Loyal Customer,Business travel,Business,2068,3,3,5,4,4,satisfied
disloyal Customer,Business travel,Business,158,4,4,4,4,4,satisfied
Loyal Customer,Business travel,Business,3574,1,1,4,4,4,satisfied
Loyal Customer,Business travel,Eco,2446,3,4,1,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Eco,177,2,1,3,4,2,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,640,1,1,1,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,3595,2,5,4,4,4,satisfied
Loyal Customer,Business travel,Business,3338,1,1,4,5,4,satisfied
disloyal Customer,Business travel,Eco,157,5,5,5,2,2,satisfied
Loyal Customer,Business travel,Business,3979,4,4,5,4,4,satisfied
Loyal Customer,Business travel,Business,1744,3,3,3,5,2,satisfied
Loyal Customer,Business travel,Business,3578,5,5,4,4,4,satisfied
Loyal Customer,Business travel,Business,370,3,5,3,2,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,3801,4,4,4,4,5,satisfied
Loyal Customer,Business travel,Business,226,3,3,5,5,5,satisfied
disloyal Customer,Business travel,Business,611,2,2,2,1,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,507,4,4,5,4,5,satisfied
Loyal Customer,Personal Travel,Eco,158,3,3,3,4,4,neutral or dissatisfied
Loyal Customer,Personal Travel,Business,1342,3,3,3,3,1,neutral or dissatisfied
Loyal Customer,Personal Travel,Business,1747,3,3,4,4,1,neutral or dissatisfied
disloyal Customer,Business travel,Eco,125,4,4,4,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,1197,3,3,4,4,5,satisfied
Loyal Customer,Business travel,Eco Plus,1133,5,1,5,4,4,satisfied
Loyal Customer,Personal Travel,Eco,666,3,3,3,5,5,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,733,5,4,4,4,4,satisfied
Loyal Customer,Personal Travel,Business,1218,3,3,5,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,581,2,2,5,5,4,satisfied
Loyal Customer,Personal Travel,Eco,936,2,2,2,5,5,neutral or dissatisfied
Loyal Customer,Business travel,Eco,986,3,4,3,3,3,satisfied
Loyal Customer,Business travel,Eco,1127,1,4,3,3,1,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco Plus,1182,3,3,3,3,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco Plus,842,0,0,0,2,2,satisfied
disloyal Customer,Business travel,Business,1590,5,5,5,5,3,satisfied
Loyal Customer,Personal Travel,Eco,589,2,2,2,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,3951,3,3,3,3,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,1205,4,4,4,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,1961,1,1,4,5,5,satisfied
Loyal Customer,Business travel,Business,456,5,5,4,3,4,satisfied
Loyal Customer,Business travel,Business,1749,5,5,4,4,3,satisfied
Loyal Customer,Personal Travel,Eco,1652,1,1,1,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,895,1,1,1,1,1,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco Plus,591,1,1,1,1,3,neutral or dissatisfied
Loyal Customer,Business travel,Eco,882,2,3,4,3,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,925,3,3,5,5,3,satisfied
Loyal Customer,Business travel,Business,399,3,3,5,5,4,satisfied
disloyal Customer,Business travel,Eco,1068,2,2,2,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Eco,1947,1,5,1,1,1,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,2338,3,2,4,4,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,2708,2,1,2,1,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,2288,3,3,4,5,4,satisfied
disloyal Customer,Business travel,Eco,272,1,1,1,4,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,602,3,4,4,4,4,satisfied
Loyal Customer,Personal Travel,Eco,1269,3,3,3,1,1,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,356,4,4,4,5,5,neutral or dissatisfied
disloyal Customer,Business travel,Business,1532,3,4,4,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,431,3,5,5,4,5,satisfied
Loyal Customer,Personal Travel,Eco,391,1,1,5,4,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,2419,2,2,5,5,5,satisfied
Loyal Customer,Business travel,Business,1733,3,3,2,2,5,satisfied
Loyal Customer,Personal Travel,Eco Plus,666,1,1,1,5,4,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,184,5,5,5,1,1,satisfied
Loyal Customer,Business travel,Business,2737,1,1,5,4,5,satisfied
Loyal Customer,Business travel,Business,1416,1,1,5,4,4,satisfied
Loyal Customer,Personal Travel,Eco,621,3,3,3,5,5,neutral or dissatisfied
Loyal Customer,Business travel,Business,1091,3,1,4,4,3,satisfied
Loyal Customer,Business travel,Business,3666,4,4,4,5,4,satisfied
Loyal Customer,Business travel,Business,2548,2,2,5,4,5,satisfied
disloyal Customer,Business travel,Business,2586,2,1,1,4,2,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco Plus,369,1,4,4,2,2,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,844,3,3,4,4,4,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,1379,3,3,3,3,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco Plus,1164,4,5,4,4,1,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,255,3,0,0,1,1,neutral or dissatisfied
disloyal Customer,Business travel,Eco,370,0,0,0,5,5,satisfied
Loyal Customer,Personal Travel,Eco,502,3,3,3,1,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,669,1,1,5,4,4,satisfied
Loyal Customer,Business travel,Eco Plus,413,4,2,4,4,4,satisfied
disloyal Customer,Business travel,Eco,616,2,2,2,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,2057,0,0,5,3,5,satisfied
Loyal Customer,Business travel,Business,3568,3,3,5,4,4,satisfied
Loyal Customer,Business travel,Business,2808,0,1,4,4,3,satisfied
disloyal Customer,Business travel,Eco,101,5,5,5,4,4,satisfied
Loyal Customer,Business travel,Business,1544,5,5,1,3,5,satisfied
Loyal Customer,Business travel,Business,2092,4,4,5,5,5,satisfied
Loyal Customer,Personal Travel,Eco,1085,3,3,4,4,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,209,2,0,0,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,1580,1,2,3,4,4,satisfied
Loyal Customer,Personal Travel,Eco Plus,1504,3,3,3,4,4,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,391,4,4,4,5,5,satisfied
Loyal Customer,Business travel,Business,569,3,3,4,4,5,satisfied
Loyal Customer,Business travel,Business,2613,1,1,5,5,5,satisfied
Loyal Customer,Business travel,Business,2790,5,5,4,4,4,satisfied
Loyal Customer,Personal Travel,Eco,160,2,0,0,3,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,628,3,3,3,4,3,neutral or dissatisfied
disloyal Customer,Business travel,Business,550,3,2,2,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,1960,4,4,5,5,4,satisfied
Loyal Customer,Business travel,Business,351,0,0,5,4,3,satisfied
Loyal Customer,Business travel,Business,101,0,0,5,5,3,satisfied
Loyal Customer,Business travel,Business,853,3,3,5,5,5,satisfied
disloyal Customer,Business travel,Eco,461,3,3,3,4,4,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,221,4,4,4,2,2,satisfied
disloyal Customer,Business travel,Eco,190,3,3,3,2,2,neutral or dissatisfied
disloyal Customer,Business travel,Eco,760,2,2,2,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Eco,425,2,5,4,3,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,872,4,4,5,4,4,satisfied
Loyal Customer,Personal Travel,Eco,484,3,3,4,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,3105,1,1,4,4,4,satisfied
Loyal Customer,Business travel,Business,2097,2,2,4,4,4,satisfied
Loyal Customer,Business travel,Business,622,2,5,4,5,5,satisfied
Loyal Customer,Personal Travel,Eco,562,2,3,3,1,2,neutral or dissatisfied
Loyal Customer,Business travel,Eco,852,4,5,4,4,4,satisfied
Loyal Customer,Business travel,Business,173,0,0,5,4,4,satisfied
Loyal Customer,Business travel,Business,1589,3,1,2,2,2,satisfied
Loyal Customer,Business travel,Business,2222,4,4,4,4,5,satisfied
Loyal Customer,Business travel,Business,2363,1,5,5,4,4,satisfied
Loyal Customer,Business travel,Business,1614,2,2,5,5,3,satisfied
Loyal Customer,Personal Travel,Eco,569,2,2,2,1,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,2102,0,0,4,4,5,satisfied
Loyal Customer,Personal Travel,Business,125,1,1,4,3,5,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,1444,3,3,3,5,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,2824,4,4,4,4,4,satisfied
Loyal Customer,Personal Travel,Eco,1023,3,3,3,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,3389,2,2,4,4,4,satisfied
disloyal Customer,Business travel,Business,1045,2,2,2,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,1400,4,4,4,3,3,satisfied
Loyal Customer,Business travel,Business,3468,2,1,2,2,2,satisfied
Loyal Customer,Business travel,Business,447,3,3,5,4,5,satisfied
Loyal Customer,Business travel,Business,1947,4,4,4,5,5,satisfied
disloyal Customer,Business travel,Eco,433,5,5,5,4,4,satisfied
Loyal Customer,Business travel,Business,1499,1,1,4,4,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,2053,5,5,5,5,5,satisfied
disloyal Customer,Business travel,Business,612,3,3,3,1,1,satisfied
Loyal Customer,Personal Travel,Eco,577,3,3,3,2,2,neutral or dissatisfied
disloyal Customer,Business travel,Business,546,2,2,2,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,1874,4,2,4,4,4,satisfied
Loyal Customer,Business travel,Eco,588,5,2,5,5,5,satisfied
Loyal Customer,Personal Travel,Eco,892,3,3,3,4,4,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,2075,2,2,2,3,3,neutral or dissatisfied
disloyal Customer,Business travel,Business,804,0,0,0,5,5,satisfied
Loyal Customer,Business travel,Eco Plus,224,3,4,4,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,2257,5,5,4,4,4,satisfied
Loyal Customer,Business travel,Business,3268,4,4,5,5,4,satisfied
disloyal Customer,Business travel,Eco,479,2,2,2,3,3,neutral or dissatisfied
disloyal Customer,Business travel,Business,177,3,3,3,5,5,neutral or dissatisfied
Loyal Customer,Business travel,Business,3360,2,3,3,3,2,neutral or dissatisfied
disloyal Customer,Business travel,Business,802,4,4,4,2,2,satisfied
Loyal Customer,Business travel,Business,3947,2,1,4,4,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,1709,3,3,4,4,4,satisfied
Loyal Customer,Personal Travel,Eco,1162,4,3,3,4,4,neutral or dissatisfied
disloyal Customer,Business travel,Business,397,5,5,5,3,3,satisfied
Loyal Customer,Business travel,Business,637,2,2,2,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,812,4,4,4,4,4,satisfied
Loyal Customer,Business travel,Business,2408,4,4,4,5,3,satisfied
Loyal Customer,Personal Travel,Eco,911,3,3,4,2,1,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,1660,3,3,3,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,2202,1,1,5,4,4,satisfied
Loyal Customer,Personal Travel,Eco,1024,2,2,2,5,5,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,2254,3,3,3,5,5,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,581,4,4,4,5,4,neutral or dissatisfied
Loyal Customer,Business travel,Eco Plus,585,4,4,4,4,4,satisfied
Loyal Customer,Business travel,Business,2288,4,3,4,4,1,neutral or dissatisfied
disloyal Customer,Business travel,Business,2556,2,2,5,5,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,528,1,1,5,5,4,satisfied
disloyal Customer,Business travel,Eco,650,2,2,2,4,4,neutral or dissatisfied
disloyal Customer,Business travel,Business,551,3,3,3,4,3,neutral or dissatisfied
disloyal Customer,Business travel,Business,589,3,2,2,2,2,neutral or dissatisfied
disloyal Customer,Business travel,Business,164,2,3,3,5,5,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,334,2,2,2,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Eco,919,3,1,3,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,1491,3,3,4,5,4,satisfied
Loyal Customer,Business travel,Business,1966,1,1,5,5,5,satisfied
disloyal Customer,Business travel,Eco,151,1,0,0,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,1005,1,4,4,4,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,3331,2,2,4,5,5,satisfied
Loyal Customer,Personal Travel,Business,826,3,3,5,4,1,neutral or dissatisfied
Loyal Customer,Business travel,Eco,604,4,3,4,4,4,satisfied
Loyal Customer,Business travel,Business,436,4,4,4,4,5,satisfied
disloyal Customer,Business travel,Eco,301,4,4,4,1,3,neutral or dissatisfied
Loyal Customer,Business travel,Eco Plus,680,5,2,5,5,5,satisfied
Loyal Customer,Personal Travel,Eco,349,1,1,1,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Eco Plus,2562,4,5,4,4,5,satisfied
Loyal Customer,Business travel,Business,1674,2,2,4,5,5,satisfied
Loyal Customer,Business travel,Eco,898,1,3,3,1,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,2828,5,5,2,4,3,satisfied
Loyal Customer,Business travel,Business,3849,4,3,4,3,4,neutral or dissatisfied
disloyal Customer,Business travel,Business,390,1,1,1,3,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,3609,5,5,5,5,4,satisfied
Loyal Customer,Business travel,Business,3355,2,4,3,3,2,neutral or dissatisfied
disloyal Customer,Business travel,Eco Plus,308,3,3,3,1,1,neutral or dissatisfied
disloyal Customer,Business travel,Eco,196,3,3,3,2,2,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,907,2,1,4,4,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,1549,0,1,4,4,1,satisfied
Loyal Customer,Personal Travel,Eco Plus,210,4,4,4,1,1,satisfied
Loyal Customer,Business travel,Eco,488,2,2,1,2,2,satisfied
Loyal Customer,Business travel,Business,954,4,4,5,5,5,satisfied
Loyal Customer,Business travel,Business,566,1,1,4,4,4,satisfied
Loyal Customer,Personal Travel,Eco,345,2,2,4,4,5,neutral or dissatisfied
Loyal Customer,Personal Travel,Business,86,5,5,2,2,1,satisfied
Loyal Customer,Personal Travel,Eco,301,2,2,2,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,2667,5,3,4,4,4,satisfied
Loyal Customer,Personal Travel,Eco,1192,2,2,5,5,2,neutral or dissatisfied
Loyal Customer,Business travel,Eco,907,2,5,2,3,2,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,370,4,4,5,5,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,446,3,2,4,3,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco Plus,2521,4,5,5,5,5,neutral or dissatisfied
Loyal Customer,Business travel,Eco,214,4,4,4,4,4,satisfied
Loyal Customer,Business travel,Eco,261,4,1,4,4,4,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,930,2,2,2,5,5,neutral or dissatisfied
Loyal Customer,Business travel,Business,3823,2,3,2,1,2,neutral or dissatisfied
disloyal Customer,Business travel,Eco,541,1,1,1,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,2425,5,4,4,4,4,satisfied
Loyal Customer,Personal Travel,Business,1121,1,1,5,4,2,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,594,3,3,3,5,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,1754,3,3,4,4,4,satisfied
disloyal Customer,Business travel,Business,550,5,5,5,2,2,satisfied
Loyal Customer,Personal Travel,Eco Plus,483,3,3,3,1,5,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,628,1,2,2,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,2375,3,3,3,4,3,neutral or dissatisfied
disloyal Customer,Business travel,Eco,462,1,2,5,5,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,1028,2,1,2,3,2,neutral or dissatisfied
disloyal Customer,Business travel,Eco,272,1,1,1,3,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Business,650,2,2,4,3,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,2772,5,5,5,4,5,satisfied
Loyal Customer,Business travel,Business,134,1,5,5,4,5,satisfied
Loyal Customer,Personal Travel,Eco,436,3,3,3,2,2,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,526,2,4,4,4,3,neutral or dissatisfied
Loyal Customer,Business travel,Eco,954,1,4,2,3,1,neutral or dissatisfied
disloyal Customer,Business travel,Eco,620,4,4,4,2,2,neutral or dissatisfied
disloyal Customer,Business travel,Eco,462,3,3,3,3,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,1634,3,3,5,4,5,satisfied
Loyal Customer,Business travel,Business,2546,4,4,5,5,5,satisfied
Loyal Customer,Business travel,Business,3282,4,4,4,4,5,satisfied
Loyal Customer,Business travel,Business,328,3,3,5,4,5,satisfied
Loyal Customer,Business travel,Eco,187,5,3,5,5,5,satisfied
Loyal Customer,Business travel,Eco,290,4,1,4,4,4,satisfied
Loyal Customer,Business travel,Business,370,5,5,4,5,5,satisfied
Loyal Customer,Business travel,Business,991,3,3,5,4,2,satisfied
Loyal Customer,Personal Travel,Eco,600,4,4,4,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Eco Plus,753,3,4,3,3,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,335,1,1,1,4,4,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,1065,3,3,3,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Eco,1087,4,4,4,4,4,satisfied
Loyal Customer,Business travel,Business,347,4,4,3,2,5,satisfied
Loyal Customer,Personal Travel,Eco,297,2,2,2,5,5,neutral or dissatisfied
Loyal Customer,Business travel,Business,1518,2,2,5,5,4,satisfied
Loyal Customer,Personal Travel,Business,1750,2,2,5,5,2,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,452,3,3,4,4,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,2891,5,4,5,1,5,satisfied
disloyal Customer,Business travel,Eco,1320,2,2,2,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,2366,1,1,5,4,4,satisfied
Loyal Customer,Business travel,Business,1563,1,1,5,5,5,satisfied
Loyal Customer,Personal Travel,Eco,954,3,3,3,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,334,0,0,5,5,5,satisfied
Loyal Customer,Business travel,Business,1513,2,2,5,5,4,satisfied
Loyal Customer,Business travel,Eco,224,4,5,4,4,4,satisfied
Loyal Customer,Business travel,Business,3282,1,1,4,5,5,satisfied
Loyal Customer,Business travel,Business,308,3,3,5,5,5,satisfied
Loyal Customer,Business travel,Business,2456,0,0,5,5,5,satisfied
disloyal Customer,Business travel,Eco,1215,1,1,1,2,4,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,1046,4,4,4,4,3,neutral or dissatisfied
Loyal Customer,Business travel,Eco,416,5,2,5,5,5,satisfied
Loyal Customer,Personal Travel,Eco,628,3,3,3,3,5,neutral or dissatisfied
Loyal Customer,Business travel,Business,3152,5,5,5,5,5,satisfied
Loyal Customer,Business travel,Business,1024,3,3,4,4,5,satisfied
Loyal Customer,Business travel,Business,828,3,3,5,1,5,satisfied
disloyal Customer,Business travel,Eco,925,2,2,2,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,645,3,3,5,5,5,satisfied
Loyal Customer,Business travel,Business,528,1,5,1,1,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,312,5,5,5,5,5,satisfied
Loyal Customer,Business travel,Business,2689,2,2,4,4,4,satisfied
Loyal Customer,Business travel,Business,3879,3,3,5,5,4,satisfied
Loyal Customer,Personal Travel,Eco,488,2,2,2,2,2,neutral or dissatisfied
disloyal Customer,Business travel,Business,1107,2,2,2,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Eco Plus,1299,5,4,5,5,5,satisfied
Loyal Customer,Personal Travel,Eco,306,2,2,2,1,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,594,2,2,4,1,5,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,667,1,1,1,1,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,611,5,5,4,4,4,satisfied
Loyal Customer,Business travel,Business,1389,1,1,5,4,5,satisfied
Loyal Customer,Personal Travel,Eco,315,1,1,4,5,2,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,212,4,0,2,2,3,satisfied
Loyal Customer,Business travel,Eco,1979,4,3,4,4,4,satisfied
Loyal Customer,Personal Travel,Eco,547,3,3,3,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,862,4,4,4,5,5,satisfied
disloyal Customer,Business travel,Business,247,4,4,4,5,5,neutral or dissatisfied
disloyal Customer,Business travel,Business,403,3,3,3,5,5,neutral or dissatisfied
Loyal Customer,Business travel,Business,948,3,3,4,4,4,satisfied
Loyal Customer,Business travel,Business,3045,2,2,4,5,5,satisfied
Loyal Customer,Business travel,Business,3813,5,5,5,5,4,satisfied
disloyal Customer,Business travel,Eco,1202,3,3,3,3,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,2350,5,5,4,4,5,satisfied
Loyal Customer,Business travel,Business,2191,1,5,1,1,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,2153,4,4,5,5,4,satisfied
Loyal Customer,Business travel,Business,2157,1,1,1,2,5,satisfied
Loyal Customer,Business travel,Eco Plus,349,1,5,3,3,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,2072,3,3,4,5,5,satisfied
disloyal Customer,Business travel,Eco,583,3,2,2,2,2,neutral or dissatisfied
disloyal Customer,Business travel,Eco,271,3,3,3,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Eco Plus,221,4,3,1,4,3,satisfied
Loyal Customer,Business travel,Business,1758,4,4,4,5,5,satisfied
Loyal Customer,Business travel,Business,345,3,4,4,4,4,satisfied
Loyal Customer,Business travel,Business,547,1,1,4,4,4,satisfied
Loyal Customer,Personal Travel,Business,323,2,2,2,1,1,neutral or dissatisfied
disloyal Customer,Business travel,Eco,991,2,2,2,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,1979,5,5,4,5,4,satisfied
disloyal Customer,Business travel,Business,547,4,4,4,5,1,satisfied
Loyal Customer,Business travel,Eco,508,4,2,4,4,4,satisfied
disloyal Customer,Business travel,Eco,563,0,0,0,3,3,satisfied
Loyal Customer,Personal Travel,Eco,1276,4,4,4,3,3,satisfied
Loyal Customer,Business travel,Business,1624,3,2,4,3,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco Plus,468,2,2,2,2,2,neutral or dissatisfied
disloyal Customer,Business travel,Business,348,3,3,3,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,1390,3,1,4,4,3,neutral or dissatisfied
Loyal Customer,Business travel,Eco,370,5,4,5,5,5,satisfied
Loyal Customer,Business travel,Eco,946,4,5,4,4,4,satisfied
Loyal Customer,Personal Travel,Eco,1726,5,5,5,3,3,satisfied
Loyal Customer,Business travel,Business,678,3,3,5,5,4,satisfied
Loyal Customer,Personal Travel,Business,784,2,2,2,3,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,409,1,1,1,3,3,neutral or dissatisfied
disloyal Customer,Business travel,Eco,628,3,3,3,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,447,3,3,5,4,4,satisfied
Loyal Customer,Personal Travel,Eco,1050,2,2,2,1,1,neutral or dissatisfied
Loyal Customer,Business travel,Eco Plus,190,3,1,3,3,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Business,570,2,2,5,5,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,1981,3,3,2,2,5,satisfied
Loyal Customer,Business travel,Business,1642,2,2,3,2,2,satisfied
Loyal Customer,Business travel,Business,2342,4,3,5,4,4,satisfied
Loyal Customer,Business travel,Business,3818,1,1,2,3,4,satisfied
Loyal Customer,Business travel,Business,3860,5,5,3,2,4,satisfied
disloyal Customer,Business travel,Eco,260,1,1,1,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,1440,1,1,5,5,4,satisfied
Loyal Customer,Business travel,Business,2502,2,4,4,3,2,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,1020,4,4,3,4,5,neutral or dissatisfied
Loyal Customer,Business travel,Business,441,2,2,5,5,5,satisfied
Loyal Customer,Personal Travel,Eco,328,2,2,4,3,2,neutral or dissatisfied
Loyal Customer,Personal Travel,Business,1042,4,4,5,4,4,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,2218,3,3,3,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,3793,1,4,5,4,4,satisfied
Loyal Customer,Business travel,Business,200,2,2,3,3,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,869,3,4,4,1,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,2750,2,2,5,4,4,satisfied
Loyal Customer,Business travel,Business,2827,4,4,4,4,5,satisfied
Loyal Customer,Personal Travel,Eco,101,1,1,1,2,2,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,163,2,2,5,5,1,neutral or dissatisfied
disloyal Customer,Business travel,Eco,238,2,2,2,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,594,5,5,4,3,4,satisfied
Loyal Customer,Business travel,Business,3617,4,5,3,3,4,neutral or dissatisfied
Loyal Customer,Business travel,Eco,163,5,4,4,5,5,satisfied
Loyal Customer,Business travel,Business,1754,1,3,1,1,1,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,190,5,5,5,5,5,satisfied
disloyal Customer,Business travel,Business,384,5,5,5,1,3,satisfied
Loyal Customer,Personal Travel,Eco,196,4,4,4,1,1,neutral or dissatisfied
Loyal Customer,Business travel,Eco,2521,4,4,4,4,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,748,5,5,2,2,2,satisfied
Loyal Customer,Business travel,Business,1521,1,1,4,4,4,satisfied
Loyal Customer,Personal Travel,Eco,481,2,2,2,2,5,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,1660,3,3,3,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,1407,2,2,4,4,4,satisfied
disloyal Customer,Business travel,Eco,1137,3,3,3,5,5,neutral or dissatisfied
Loyal Customer,Business travel,Eco,2454,4,5,3,3,5,satisfied
Loyal Customer,Business travel,Business,575,2,2,5,5,3,satisfied
Loyal Customer,Business travel,Business,2440,3,3,5,4,4,satisfied
Loyal Customer,Personal Travel,Eco,821,1,1,1,1,2,neutral or dissatisfied
disloyal Customer,Business travel,Eco,1440,2,2,2,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,868,4,4,5,4,2,satisfied
Loyal Customer,Personal Travel,Eco,135,2,2,5,5,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,1754,1,1,5,5,4,satisfied
